player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
Kahlheit,calm,"{'skye', 'raze', 'breach'}",281,1.03,236.3,0.94,68,155.6,0.78,0.31,0.15,0.14,24,12
mika,BTR,"{'jett', 'raze', 'sage'}",3192,1.03,197.1,0.97,71,128.5,0.68,0.32,0.07,0.07,22,18
Hotsauz,XIP,"{'omen', 'brimstone', 'cypher'}",2513,1.03,200.3,1.02,71,134.1,0.71,0.26,0.09,0.07,27,13
taLenT7,RRQ,"{'sage', 'sova', 'astra'}",703,1.03,190.7,1.01,72,125.0,0.67,0.27,0.05,0.04,20,10
2GE,TS,"{'viper', 'skye', 'fade'}",3290,1.03,191.7,1.00,72,123.7,0.68,0.36,0.06,0.07,25,18
coconut,XLG,"{'omen', 'reyna', 'jett'}",1574,1.03,210.0,1.04,69,139.1,0.75,0.22,0.09,0.10,31,15
MiLuan,S2,"{'viper', 'astra', 'omen'}",699,1.03,200.2,1.01,72,135.1,0.70,0.32,0.07,0.07,30,19
opel,PURR,"{'omen', 'sage', 'astra'}",2282,1.03,189.2,1.01,75,125.0,0.67,0.40,0.06,0.07,18,17
marky,TS,"{'jett', 'yoru', 'reyna'}",4661,1.03,210.9,1.02,72,135.2,0.73,0.30,0.13,0.13,22,15
nephh,BLG,"{'breach', 'sage', 'kayo'}",2362,1.03,208.6,1.01,74,134.9,0.72,0.38,0.10,0.09,23,13
sayoo,TDK,"{'cypher', 'viper', 'omen'}",5505,1.03,207.9,1.04,73,134.7,0.73,0.26,0.11,0.12,27,20
parscofield,Mine,"{'chamber', 'sage', 'yoru'}",1134,1.03,219.8,1.03,67,148.0,0.79,0.19,0.15,0.14,29,21
PIETY,XIP.GC,"{'kayo', 'sova', 'killjoy'}",2615,1.03,208.6,1.03,71,139.5,0.72,0.28,0.10,0.08,29,13
FleX,LG,"{'raze', 'jett', 'gekko'}",202,1.03,215.2,1.01,61,149.3,0.79,0.16,0.11,0.17,21,11
gin,FCY,"{'jett', 'reyna', 'sage'}",4293,1.02,232.9,1.06,69,150.9,0.81,0.19,0.19,0.19,29,15
Shun,KZ,"{'sova', 'fade', 'sage'}",2130,1.02,185.5,0.98,72,125.3,0.66,0.31,0.05,0.06,27,12
endoist,XGOD,"{'neon', 'raze', 'iso'}",1106,1.02,235.3,1.05,69,151.9,0.82,0.18,0.18,0.15,24,9
Bugsy,6,"{'deadlock', 'fade', 'killjoy'}",811,1.02,206.0,0.97,72,134.8,0.71,0.42,0.08,0.09,30,8
azure,FA,"{'jett', 'sova', 'sage'}",389,1.02,213.2,0.95,66,142.0,0.74,0.20,0.12,0.14,32,9
Azami,(+6),"{'skye', 'killjoy', 'tejo'}",838,1.02,202.5,0.98,72,137.1,0.71,0.32,0.08,0.07,23,11
wannafly,MITH,"{'breach', 'phoenix', 'raze'}",4167,1.02,215.2,1.03,72,139.2,0.74,0.20,0.13,0.11,22,16
gotten,AE,"{'omen', 'brimstone', 'viper'}",3023,1.02,190.8,0.97,73,123.3,0.67,0.42,0.07,0.08,33,18
UdoTan,GE,"{'jett', 'raze', 'deadlock'}",911,1.02,222.7,1.04,68,144.5,0.78,0.18,0.14,0.15,23,16
Lightningfast,VLT,"{'omen', 'raze', 'astra'}",6211,1.02,208.1,1.05,71,135.2,0.74,0.27,0.10,0.09,30,16
cgrs,MITH,"{'skye', 'gekko', 'breach'}",2789,1.02,193.0,1.03,74,129.1,0.68,0.28,0.06,0.06,24,18
Kaephrodite,MLT.GC,"{'sova', 'killjoy', 'viper'}",1234,1.02,217.4,1.03,72,141.2,0.73,0.24,0.11,0.11,17,16
Poly,HYPA,"{'reyna', 'jett', 'omen'}",4172,1.02,200.3,1.03,74,130.1,0.71,0.33,0.08,0.08,29,19
hellff,S8UL,"{'cypher', 'omen', 'killjoy'}",10178,1.02,193.1,1.02,71,126.3,0.69,0.29,0.07,0.07,27,15
yosemite,FPX,"{'raze', 'reyna', 'killjoy'}",478,1.02,246.6,0.98,72,159.1,0.79,0.30,0.13,0.13,17,15
Xerrith,OKM,"{'raze', 'killjoy'}",224,1.02,243.8,0.95,68,162.1,0.81,0.23,0.13,0.18,14,19
whitecat,(+1),"{'chamber', 'jett', 'neon'}",296,1.02,224.2,1.08,73,148.1,0.79,0.18,0.15,0.15,29,18
PoomOneLove,NKT,"{'astra', 'killjoy', 'cypher'}",3818,1.02,192.3,1.01,72,127.0,0.69,0.33,0.07,0.08,31,17
canady,TLNA,"{'raze', 'jett', 'iso'}",963,1.02,221.2,1.02,69,148.0,0.77,0.23,0.14,0.14,31,8
siraphop,SP,"{'phoenix', 'raze', 'sova'}",4465,1.02,195.8,1.00,72,132.3,0.70,0.29,0.07,0.07,31,14
Reta,FLCV,"{'chamber', 'sage', 'killjoy'}",946,1.02,188.3,1.10,74,128.2,0.70,0.24,0.09,0.10,32,14
NoMan,XLG,"{'jett', 'neon', 'chamber'}",520,1.02,230.0,1.02,67,146.3,0.79,0.19,0.19,0.19,27,18
Boogeyyy,Balb,"{'skye', 'killjoy', 'phoenix'}",719,1.02,212.4,1.00,69,141.9,0.75,0.21,0.10,0.09,30,8
THEELOVEFAMILY,FS,"{'cypher', 'breach', 'raze'}",4467,1.02,198.9,1.06,72,128.2,0.71,0.22,0.09,0.08,25,13
Surf,TLNA,"{'jett', 'raze', 'chamber'}",3688,1.02,216.6,1.08,70,138.8,0.77,0.16,0.15,0.13,28,12
shooterR,PHX,"{'sage', 'reyna', 'skye'}",2007,1.02,233.1,1.05,68,149.7,0.82,0.16,0.19,0.16,32,8
Cendary,LLX,"{'kayo', 'viper', 'fade'}",855,1.02,221.5,0.98,73,146.7,0.76,0.37,0.11,0.11,26,19
Harshhh,RGE,"{'cypher', 'reyna', 'jett'}",3888,1.02,197.7,1.00,72,126.7,0.69,0.33,0.08,0.08,20,14
JessieVash,TS,"{'skye', 'sova', 'sage'}",6343,1.02,192.6,0.98,72,130.2,0.65,0.33,0.07,0.06,25,14
mandu,KZ.T,"{'sage', 'jett', 'chamber'}",681,1.01,203.9,0.97,72,133.0,0.70,0.33,0.11,0.09,30,17
R4ve,KaiJ,"{'omen', 'viper'}",444,1.01,198.8,0.94,75,130.5,0.68,0.39,0.10,0.09,26,13
Jremy,TS,"{'cypher', 'raze', 'phoenix'}",3452,1.01,220.5,1.02,71,142.9,0.75,0.23,0.16,0.15,22,15
Xan,NAOS,"{'brimstone', 'chamber', 'raze'}",2790,1.01,227.9,1.03,70,148.3,0.80,0.23,0.16,0.16,25,24
RedKoh,HYPA,"{'breach', 'harbor', 'gekko'}",4553,1.01,201.3,1.01,71,128.7,0.70,0.27,0.09,0.10,22,17
foxz,XGOD,"{'sova', 'sage', 'cypher'}",7370,1.01,204.6,1.03,72,135.1,0.71,0.32,0.09,0.09,25,16
AmerNone,EVAR,"{'jett', 'neon', 'chamber'}",660,1.01,218.6,1.02,65,144.8,0.78,0.17,0.19,0.15,25,16
Zey,GDL,"{'jett', 'killjoy', 'raze'}",736,1.01,214.9,1.00,66,144.0,0.74,0.17,0.12,0.13,28,9
L0sttt,AA,"{'sova', 'viper', 'skye'}",359,1.01,205.9,0.97,71,133.8,0.72,0.23,0.06,0.04,25,8
Ch1ckenBell,CAP,"{'astra', 'viper', 'kayo'}",228,1.01,216.3,0.96,68,132.1,0.74,0.39,0.08,0.11,13,20
eluwu,AST.WO,"{'chamber', 'neon', 'jett'}",954,1.01,225.2,1.03,69,146.9,0.79,0.18,0.20,0.18,29,19
karam1l,AST,"{'killjoy', 'raze', 'chamber'}",2117,1.01,212.8,1.04,67,142.1,0.76,0.17,0.13,0.12,35,8
pudj,SOI,"{'omen', 'viper', 'killjoy'}",549,1.01,186.6,1.00,72,127.5,0.67,0.30,0.06,0.09,25,18
maxie,BLD,"{'omen', 'viper', 'brimstone'}",1493,1.01,194.7,1.00,73,129.9,0.69,0.33,0.08,0.09,27,18
Riza,XIP,"{'breach', 'raze', 'sova'}",5278,1.01,199.7,0.98,71,131.1,0.69,0.32,0.08,0.09,25,15
Killua,TLN,"{'jett', 'sova', 'viper'}",5273,1.01,208.6,1.05,71,136.9,0.75,0.21,0.11,0.10,32,13
KeA,UNC.DN,"{'jett', 'sage', 'reyna'}",3036,1.01,221.3,1.04,68,141.4,0.78,0.20,0.13,0.13,23,10
Twirly,AST.WO,"{'reyna', 'jett', 'killjoy'}",1836,1.01,226.4,1.05,69,149.4,0.80,0.20,0.15,0.15,27,18
vascalizz,LFM,"{'sova', 'raze', 'jett'}",4948,1.01,202.1,0.99,72,133.1,0.70,0.31,0.07,0.07,23,14
alicpond,ABC,"{'sova', 'raze', 'kayo'}",422,1.01,192.4,0.80,73,126.2,0.62,0.29,0.08,0.13,27,9
Apinya,FS,"{'brimstone', 'astra', 'viper'}",2779,1.01,215.7,1.02,72,140.8,0.75,0.31,0.10,0.12,27,15
JitBoyS,TLN,"{'omen', 'brimstone', 'viper'}",4357,1.01,194.6,1.00,71,128.3,0.70,0.25,0.09,0.09,33,15
NDG,Valo,"{'astra', 'clove', 'omen'}",2807,1.01,198.3,1.00,74,130.7,0.70,0.31,0.07,0.07,22,14
Nasty,453,"{'jett', 'raze', 'cypher'}",453,1.01,220.3,1.02,66,141.3,0.78,0.10,0.19,0.16,27,14
Laz,FS,"{'cypher', 'killjoy', 'sova'}",5788,1.01,189.0,0.99,71,125.8,0.67,0.26,0.07,0.08,25,15
Ra1ny,CBT,"{'sage', 'brimstone', 'breach'}",3271,1.01,188.9,1.00,73,121.5,0.67,0.33,0.07,0.06,24,11
yokam,Baco,"{'yoru', 'jett', 'raze'}",415,1.01,239.6,1.06,69,156.3,0.86,0.17,0.17,0.17,28,14
Cud,AE,"{'killjoy', 'cypher', 'phoenix'}",3871,1.01,199.1,1.06,70,130.7,0.72,0.19,0.09,0.09,30,14
frostmind,BTR,"{'viper', 'skye', 'killjoy'}",6162,1.01,188.3,1.03,73,125.4,0.67,0.24,0.06,0.06,32,15
twelve,RVL,"{'viper', 'neon', 'kayo'}",640,1.01,197.5,0.98,68,133.5,0.70,0.29,0.09,0.09,31,14
budimeisteR,RRQA,"{'omen', 'astra', 'brimstone'}",5389,1.01,192.4,1.00,74,122.8,0.68,0.35,0.08,0.09,29,16
Ethan,(+3),"{'clove', 'killjoy', 'cypher'}",526,1.01,200.8,1.00,68,136.2,0.71,0.22,0.10,0.12,32,15
adrnking,AE,"{'reyna', 'omen', 'phoenix'}",6314,1.00,199.7,1.02,73,129.5,0.71,0.29,0.08,0.08,28,14
Niko47A,47,"{'reyna', 'raze', 'skye'}",775,1.00,216.5,0.97,72,142.6,0.75,0.25,0.14,0.13,22,14
capybara,BIGG.S,"{'raze', 'jett'}",691,1.00,226.1,1.00,69,150.9,0.80,0.20,0.16,0.18,25,16
garnetS,NKT,"{'jett', 'raze', 'neon'}",2044,1.00,221.0,1.04,69,144.9,0.77,0.16,0.17,0.15,28,15
Cold,SANA,"{'jett', 'skye', 'chamber'}",202,1.00,233.1,0.99,67,147.0,0.81,0.17,0.20,0.19,26,12
Venka,RNTX,"{'raze', 'jett', 'gekko'}",2511,1.00,226.9,1.03,67,147.9,0.80,0.16,0.17,0.15,32,9
kimmy,LESS,"{'jett', 'raze', 'neon'}",907,1.00,204.5,0.99,71,133.8,0.74,0.27,0.10,0.11,31,11
Sushiboys,MTV,"{'jett', 'killjoy', 'cypher'}",7727,1.00,195.9,1.02,72,128.7,0.68,0.25,0.09,0.08,22,16
olulu,THE.K,"{'breach', 'skye', 'chamber'}",1924,1.00,197.3,0.93,72,128.9,0.69,0.47,0.09,0.10,26,14
Attention,ZYG,"{'jett', 'viper'}",407,1.00,220.3,1.07,70,141.8,0.77,0.13,0.14,0.12,27,15
MaKo,DRX,"{'jett', 'reyna', 'sage'}",474,1.00,221.8,1.13,67,137.5,0.82,0.18,0.12,0.14,25,25
somboyy,AAA,"{'astra', 'viper', 'reyna'}",428,1.00,191.1,0.99,69,125.5,0.68,0.27,0.09,0.08,24,11
r1seN,AST,"{'skye', 'sova', 'chamber'}",892,1.00,191.3,0.92,68,129.0,0.68,0.28,0.08,0.09,29,13
Midnight,RA,"{'omen', 'brimstone', 'astra'}",273,1.00,211.6,1.01,66,135.6,0.75,0.19,0.11,0.12,23,11
aLerT,NKT,"{'jett', 'raze', 'sova'}",6973,1.00,207.5,1.02,71,135.1,0.72,0.22,0.13,0.12,26,17
Hyzee,LAZY,"{'cypher', 'killjoy', 'sova'}",3802,1.00,200.4,0.98,74,131.6,0.69,0.33,0.08,0.08,26,12
noxinc,(+1),"{'tejo', 'cypher', 'killjoy'}",214,1.00,198.2,0.98,68,129.7,0.71,0.20,0.07,0.08,35,12
FREY,LZE,"{'cypher', 'sage', 'kayo'}",3297,1.00,201.6,1.01,70,133.2,0.71,0.18,0.11,0.09,21,11
Madelyn,VLT,"{'fade', 'sova', 'skye'}",3083,1.00,182.1,0.94,72,117.2,0.63,0.38,0.07,0.08,22,12
dzii,LESS,"{'brimstone', 'jett', 'killjoy'}",2391,1.00,216.3,1.02,72,140.5,0.76,0.21,0.11,0.12,23,13
deLb,AG,"{'jett', 'raze', 'neon'}",3130,1.00,222.0,1.04,71,144.1,0.77,0.18,0.14,0.13,25,13
BerLIN,FPX,"{'raze', 'sova', 'kayo'}",1130,1.00,229.3,1.02,71,151.0,0.76,0.25,0.12,0.13,19,18
Flaring,MTV,"{'omen', 'viper', 'brimstone'}",5378,1.00,180.0,0.94,74,117.4,0.63,0.40,0.05,0.06,26,15
mindfreak,PRX,"{'omen', 'brimstone', 'astra'}",9617,1.00,180.5,1.03,73,116.0,0.66,0.31,0.06,0.07,28,16
soulM8,RGE,"{'omen', 'brimstone', 'viper'}",1713,1.00,198.0,0.97,67,131.5,0.69,0.26,0.07,0.08,32,13
yxqme,XIP.GC,"{'neon', 'yoru', 'raze'}",525,1.00,219.0,1.01,71,146.7,0.78,0.25,0.15,0.17,24,15
Ember,GDR,"{'astra', 'viper', 'kayo'}",2411,1.00,192.5,0.96,70,125.9,0.68,0.29,0.07,0.07,25,15
Tara,XIP.GC,"{'raze', 'sage', 'cypher'}",1885,1.00,179.5,1.03,76,116.4,0.64,0.38,0.06,0.07,23,17
ayap,Astr,"{'reyna', 'raze', 'yoru'}",375,1.00,211.9,0.94,70,141.7,0.72,0.28,0.13,0.11,23,15
xZe,TLNA,"{'omen', 'brimstone', 'yoru'}",3369,1.00,198.2,0.97,69,130.8,0.71,0.28,0.09,0.10,42,15
KnightRider,VLTX,"{'jett', 'sage', 'phoenix'}",3960,1.00,213.9,1.06,65,133.9,0.78,0.12,0.16,0.14,30,10
Yunaaa,RIMA,"{'kayo', 'omen', 'skye'}",663,1.00,192.0,0.95,70,123.5,0.69,0.44,0.06,0.07,23,12
ZRIP,NKT,"{'viper', 'omen', 'astra'}",748,1.00,213.3,1.02,70,142.4,0.75,0.26,0.12,0.12,26,21
GabbyDiz,Balb,"{'jett', 'omen', 'kayo'}",308,1.00,218.6,1.01,70,144.0,0.78,0.38,0.09,0.11,26,7
Suka,TSA,"{'killjoy', 'cypher', 'viper'}",5241,1.00,198.2,0.96,72,131.3,0.69,0.32,0.07,0.08,27,14
Lilo,BTR,"{'raze', 'neon', 'omen'}",3394,0.99,227.4,1.01,67,148.2,0.78,0.19,0.20,0.19,25,15
Myd,Mathers,"{'sage', 'astra', 'sova'}",1250,0.99,190.3,0.93,71,125.2,0.64,0.33,0.07,0.08,20,15
moon,(+9),"{'cypher', 'sova', 'skye'}",1267,0.99,188.5,0.98,71,125.0,0.68,0.22,0.08,0.06,30,11
ngk,ONE,"{'jett', 'raze', 'omen'}",372,0.99,217.6,0.99,68,141.7,0.76,0.22,0.15,0.15,27,9
NcSlasher,BME,"{'raze', 'jett', 'reyna'}",7833,0.99,192.6,0.98,74,123.8,0.68,0.35,0.08,0.08,24,16
2766,XIP,"{'sova', 'cypher', 'kayo'}",952,0.99,172.8,0.88,72,113.3,0.60,0.36,0.04,0.05,18,12
Acerola,LAZY,"{'brimstone', 'omen', 'astra'}",1061,0.99,184.0,0.93,69,119.0,0.66,0.38,0.07,0.08,30,16
W1nner,ONE,"{'killjoy', 'jett', 'astra'}",2932,0.99,204.4,1.03,69,133.0,0.73,0.22,0.12,0.12,26,19
Splash,Hash,"{'jett', 'sage'}",273,0.99,228.6,0.96,64,137.8,0.77,0.23,0.19,0.20,24,18
Akame,(+2),"{'neon', 'jett', 'raze'}",572,0.99,222.9,1.00,68,140.1,0.77,0.18,0.20,0.16,21,18
Aisling,THE.K,"{'brimstone', 'omen', 'viper'}",1695,0.99,180.0,0.94,74,116.1,0.63,0.44,0.06,0.08,20,17
FireZs,DEWA,"{'reyna', 'raze', 'killjoy'}",725,0.99,204.8,0.95,65,133.7,0.69,0.19,0.10,0.11,24,6
ValdyN,NAOS,"{'jett', 'reyna', 'skye'}",3399,0.99,198.3,0.96,72,129.8,0.70,0.33,0.09,0.09,26,15
viness,TSA,"{'omen', 'astra', 'sage'}",4343,0.99,196.5,0.96,71,127.8,0.68,0.33,0.08,0.09,26,13
Toy,SOI,"{'breach', 'brimstone', 'astra'}",582,0.99,191.4,0.92,73,124.0,0.67,0.36,0.04,0.06,27,13
bryce,IGN,"{'killjoy', 'raze', 'reyna'}",3178,0.99,190.9,0.97,70,125.1,0.68,0.23,0.08,0.09,25,11
JoJo,FA,"{'killjoy', 'cypher', 'omen'}",313,0.99,199.0,0.99,65,132.6,0.71,0.19,0.11,0.11,24,10
denzo,HMB,"{'raze', 'jett', 'reyna'}",246,0.99,215.7,0.98,69,143.3,0.75,0.22,0.16,0.13,29,10
artaa,NMSS,"{'jett', 'raze', 'breach'}",480,0.99,200.9,0.97,70,134.4,0.70,0.27,0.08,0.09,29,9
Ching,1MS,"{'jett', 'raze', 'sage'}",3993,0.99,197.1,0.97,70,129.3,0.70,0.25,0.08,0.08,26,11
Storax,MYS,"{'jett', 'astra', 'skye'}",702,0.99,199.1,1.00,70,129.3,0.70,0.20,0.11,0.12,18,10
ki1wsy,Z11,"{'fade', 'iso', 'yoru'}",881,0.99,200.5,1.02,70,131.8,0.70,0.25,0.09,0.11,28,18
Dignified,Kron,"{'breach', 'skye', 'kayo'}",545,0.99,190.9,0.91,68,128.7,0.68,0.34,0.05,0.05,35,14
SantaGolf,SG,"{'killjoy', 'cypher', 'astra'}",5797,0.99,178.6,0.99,73,116.1,0.65,0.22,0.06,0.06,20,16
Jefz,CNL,"{'jett', 'raze', 'viper'}",595,0.99,222.9,0.98,68,145.8,0.76,0.22,0.16,0.18,14,25
margeaux,FSS,"{'omen', 'killjoy', 'brimstone'}",1684,0.99,194.1,0.98,72,125.5,0.68,0.38,0.08,0.10,31,20
Paradox,RGE,"{'cypher', 'killjoy', 'tejo'}",5073,0.99,217.8,0.99,66,142.4,0.76,0.23,0.13,0.14,26,14
Hoax,S8UL,"{'breach', 'viper', 'sage'}",4838,0.99,185.7,0.94,72,123.4,0.65,0.33,0.06,0.07,21,13
Krzysiek,No,"{'sova', 'sage'}",342,0.99,181.0,0.99,71,117.5,0.65,0.27,0.08,0.06,26,12
b3ta,TLNA,"{'astra', 'omen', 'harbor'}",7141,0.99,187.9,0.95,74,122.3,0.66,0.39,0.07,0.08,28,18
blurred,GEEK,"{'raze', 'jett', 'skye'}",2403,0.99,207.7,1.00,68,134.7,0.74,0.20,0.13,0.13,19,16
Haeart,AST,"{'jett', 'raze', 'neon'}",654,0.99,205.3,0.96,69,136.1,0.72,0.30,0.11,0.12,27,13
yyAmroll,NE,"{'raze', 'jett', 'killjoy'}",922,0.99,212.5,0.97,73,135.6,0.72,0.33,0.15,0.12,19,11
GoNext,228,"{'jett', 'reyna', 'raze'}",228,0.99,225.2,1.04,73,141.6,0.77,0.21,0.21,0.14,23,22
Ayaaa,RH,"{'jett', 'sage', 'phoenix'}",1428,0.99,228.9,1.00,68,150.5,0.79,0.22,0.18,0.16,27,17
FANE,X10,"{'cypher', 'killjoy', 'sage'}",1913,0.99,202.8,1.03,69,130.1,0.72,0.21,0.08,0.07,19,18
vS,TOD,"{'sova', 'breach', 'fade'}",483,0.99,197.5,0.93,70,128.5,0.69,0.28,0.07,0.05,23,11
Layla,GES,"{'killjoy', 'chamber', 'omen'}",3756,0.99,211.8,0.99,70,138.6,0.73,0.26,0.10,0.11,25,16
ZYND,ZOL,"{'killjoy', 'viper', 'yoru'}",3256,0.99,210.1,1.01,68,137.2,0.75,0.19,0.15,0.13,27,11
elyse,ZG,"{'sova', 'sage', 'raze'}",595,0.99,214.5,0.97,69,146.7,0.73,0.22,0.15,0.16,25,16
Tempz,IGN,"{'skye', 'fade', 'breach'}",3269,0.98,196.4,0.95,72,129.6,0.68,0.37,0.09,0.10,26,14
shina,ASND,"{'killjoy', 'chamber', 'cypher'}",893,0.98,196.0,0.96,67,133.6,0.68,0.18,0.10,0.09,29,16
Reverie,IGN,"{'sova', 'skye', 'brimstone'}",1473,0.98,192.1,0.92,72,131.2,0.66,0.28,0.06,0.06,29,12
Kishi,XOGG,"{'raze', 'phoenix', 'jett'}",3704,0.98,208.5,0.98,70,134.6,0.73,0.27,0.10,0.12,29,16
Bocah,(+4),"{'brimstone', 'omen', 'astra'}",931,0.98,195.8,0.93,68,126.5,0.68,0.32,0.07,0.07,27,10
Víz,FSC,"{'astra', 'vyse', 'cypher'}",588,0.98,199.0,1.00,65,130.8,0.73,0.18,0.12,0.10,39,13
senyorcarl,Astr,"{'sova', 'raze', 'jett'}",2630,0.98,207.9,0.97,69,133.7,0.73,0.25,0.12,0.11,26,15
Sylvette,VYG,"{'sova', 'killjoy', 'sage'}",877,0.98,192.0,0.98,69,125.2,0.69,0.15,0.07,0.06,30,11
PanzeR,HH,"{'astra', 'brimstone', 'viper'}",621,0.98,204.6,0.93,69,133.4,0.71,0.27,0.10,0.08,22,16
basbabe,Z11,"{'omen', 'viper', 'astra'}",1900,0.98,184.1,0.94,72,118.8,0.66,0.37,0.08,0.08,29,19
cass,N2F,"{'sage', 'omen', 'breach'}",1504,0.98,205.3,0.95,73,130.9,0.70,0.37,0.09,0.10,21,13
Spring,WOL,"{'phoenix', 'reyna', 'sage'}",460,0.98,208.8,0.97,70,128.5,0.72,0.20,0.12,0.10,26,19
Estrella,DRX,"{'sova', 'skye', 'fade'}",1154,0.98,171.0,0.93,74,113.6,0.59,0.45,0.06,0.07,29,11
Ripper,OAS,"{'omen', 'viper', 'brimstone'}",1834,0.98,194.0,0.96,71,127.6,0.70,0.30,0.06,0.06,32,15
xccurate,T1,"{'chamber', 'kayo', 'jett'}",442,0.98,211.2,1.00,68,140.6,0.75,0.22,0.11,0.10,19,18
capriciouS,XIP.GC,"{'jett', 'killjoy', 'chamber'}",3254,0.98,198.5,1.00,70,129.5,0.71,0.23,0.11,0.12,36,18
Babyblue,JDG,"{'jett', 'raze', 'kayo'}",518,0.98,218.5,1.03,71,141.4,0.79,0.25,0.14,0.17,26,18
Ruzica,FLCV,"{'omen', 'killjoy', 'chamber'}",1471,0.98,187.4,1.02,69,127.9,0.69,0.13,0.08,0.07,27,15
LeVi,RNTX,"{'skye', 'viper', 'omen'}",1883,0.98,184.0,0.93,72,123.0,0.64,0.36,0.08,0.09,30,14
ting2k5,FPT,"{'raze', 'jett', 'sova'}",2660,0.98,204.4,1.01,67,134.4,0.73,0.18,0.13,0.14,28,14
reagzYY,BLD.A,"{'sova', 'jett', 'raze'}",831,0.98,198.6,0.93,70,134.4,0.69,0.26,0.10,0.11,23,11
Bazzi,GE,"{'skye', 'fade', 'breach'}",465,0.98,191.2,0.90,76,123.4,0.63,0.46,0.06,0.04,17,11
Lock1ng,ROA,"{'killjoy', 'brimstone', 'viper'}",212,0.98,196.6,0.91,65,131.0,0.68,0.31,0.10,0.07,27,6
Teerapong,NKT,"{'breach', 'kayo', 'sage'}",2722,0.98,206.7,0.96,72,137.9,0.71,0.32,0.10,0.10,22,12
Felce,NE,"{'omen', 'astra', 'sova'}",1686,0.98,198.3,0.98,74,132.4,0.71,0.28,0.07,0.06,31,16
muffinloop,DXE.GC,"{'reyna', 'jett', 'skye'}",1069,0.98,221.1,0.96,65,144.5,0.77,0.24,0.16,0.16,27,16
Fahniez,LLX,"{'killjoy', 'chamber', 'deadlock'}",278,0.98,208.8,1.02,67,139.2,0.75,0.17,0.13,0.16,27,13
Nastiness,(+1),"{'jett', 'iso', 'killjoy'}",435,0.98,194.8,1.05,67,130.3,0.71,0.15,0.14,0.15,33,12
akaone,LH,"{'raze', 'phoenix', 'reyna'}",211,0.98,223.6,0.98,70,142.6,0.77,0.17,0.14,0.18,30,7
Kali9su,(+6),"{'omen', 'brimstone', 'astra'}",354,0.98,205.1,0.94,70,134.0,0.70,0.38,0.07,0.10,24,13
Fission,DR,"{'jett', 'reyna', 'iso'}",209,0.98,226.6,0.94,65,144.8,0.78,0.25,0.15,0.21,23,8
Busterrr,STWR,"{'breach', 'sova', 'phoenix'}",1658,0.98,208.1,0.96,68,141.2,0.74,0.23,0.12,0.13,26,16
Bgg,SFX,"{'omen', 'astra', 'phoenix'}",449,0.98,208.8,1.00,70,138.3,0.75,0.22,0.13,0.12,30,10
enn,GANG,"{'jett', 'reyna', 'astra'}",1843,0.98,209.4,0.97,72,135.3,0.73,0.26,0.13,0.14,18,13
aplycs,TSA,"{'cypher', 'killjoy', 'brimstone'}",1109,0.98,190.5,0.92,72,127.0,0.66,0.34,0.06,0.06,27,10
dispenser,KDM,"{'killjoy', 'cypher', 'viper'}",3748,0.98,199.8,1.02,69,130.5,0.70,0.21,0.10,0.10,21,16
bes,HYPA,"{'omen', 'astra', 'raze'}",2152,0.98,192.4,0.96,73,124.8,0.67,0.38,0.08,0.09,26,15
skillZ,RVNT,"{'raze', 'phoenix', 'cypher'}",6284,0.98,196.9,1.01,71,126.7,0.70,0.25,0.07,0.09,23,14
rosey,NE,"{'killjoy', 'brimstone', 'viper'}",1007,0.98,197.8,0.94,71,132.4,0.67,0.32,0.08,0.09,18,13
Divine,SGP,"{'sova', 'cypher', 'omen'}",1701,0.98,187.2,0.91,70,119.7,0.65,0.39,0.07,0.08,28,14
SHINSEI,GE,"{'jett', 'sage', 'phoenix'}",1201,0.98,237.4,1.03,65,152.7,0.83,0.14,0.22,0.23,32,20
carrace,DOM,"{'chamber', 'killjoy', 'omen'}",481,0.98,193.6,0.94,71,127.8,0.68,0.23,0.07,0.09,23,22
Crus,FCY,"{'omen', 'cypher', 'kayo'}",2252,0.98,187.5,0.92,73,122.2,0.66,0.36,0.07,0.06,34,12
Angela,FSC,"{'breach', 'kayo', 'chamber'}",1462,0.97,208.3,0.96,69,135.8,0.72,0.26,0.12,0.16,21,17
fausTao,NMSS,"{'raze', 'jett', 'yoru'}",1175,0.97,225.6,1.00,68,149.3,0.78,0.20,0.19,0.18,23,22
Amaterasu,T69,"{'phoenix', 'breach', 'omen'}",5881,0.97,184.2,0.96,71,120.4,0.65,0.30,0.08,0.08,31,11
Pichy,SAVA,"{'kayo', 'cypher', 'chamber'}",443,0.97,204.3,0.91,69,132.1,0.69,0.33,0.08,0.09,19,22
FireSaiyajiN,ZLS,"{'raze', 'jett', 'phoenix'}",1065,0.97,223.1,0.99,65,142.1,0.78,0.18,0.14,0.17,26,21
Retla,RVL,"{'cypher', 'omen', 'reyna'}",2953,0.97,192.5,1.01,70,126.4,0.69,0.23,0.07,0.08,22,15
psy,MDL,"{'jett', 'killjoy', 'brimstone'}",5770,0.97,198.5,0.92,70,132.2,0.68,0.29,0.09,0.11,22,9
DarknessOfLove,UR,"{'cypher', 'killjoy', 'viper'}",405,0.97,192.5,0.83,67,125.1,0.65,0.28,0.10,0.13,14,9
